t_seconds,hashrate
0.6469950675964355,0.0
0.692413330078125,1801154733.9152093
3.7795333862304688,7785749723.778393
4.355911731719971,0.0
5.696998596191406,2811027347.0586724
10.707201957702637,2948131715.9117894
15.72154426574707,3414555348.565539
15.752983331680298,6715837206.817554
16.680028676986694,0.0
20.727195978164673,2590746116.840092
25.731011152267456,3163003838.0077233
30.73312759399414,3842842141.091594
35.735002279281616,3274907350.2192745
40.74058151245117,3411534648.5159836
42.18015456199646,7775461976.512322
43.10545110702515,0.0
45.74128317832947,3854570293.232832
50.7466197013855,3832377681.0469794
55.75955677032471,3825147041.2748904
60.772868156433105,3162705170.685618
63.504958391189575,7708647162.489379
