t_seconds,hashrate
1.0120853999396786,296417.67386218626
2.0217397999949753,296774.0952626501
3.0264123999513686,297381.8108908297
4.026639399933629,284356.23016525223
5.041468299925327,282655.749322297
6.045780299929902,286149.994570603
7.048777499934658,287283.85879945447
8.050679999985732,288174.415080976
9.052783999941312,288861.4154515288
10.057451299973764,289834.861045522
11.065164900035597,290099.6080040048
12.070872999960557,291196.8339002064
13.071214800002053,291480.17673150025
14.08241969998926,291853.2530317311
15.091723899939097,292213.1380907251
16.096521600033157,292609.8021072017
17.10523159999866,292308.23159391724
18.107752799987793,292692.31022435724
19.110636799945496,291460.72202135547
20.111874699941836,291121.5432351979
21.113019099924713,291526.28389475326
22.12059850001242,291357.39704313973
23.12104549992364,291725.56232469145
24.13151530001778,291734.68439401366
25.13710369996261,291998.6362633702
26.13912419998087,290751.8990252
27.14885969995521,290804.11064237164
28.152100099949166,291097.28833391005
29.163724299985915,290772.1905738937
30.174613200011663,290807.37313300866
31.18405299994629,291014.12827946484
32.19123080000281,291383.7019241644
33.198402900015935,291279.07234342763
34.21043430001009,291577.70733115356
35.21809119998943,291611.48858638544
36.23238900001161,291865.93243952567
37.233782100025564,291804.8983262579
38.23472449998371,291881.2714344196
39.23948630003724,291543.06232569466
40.243885300005786,289236.4868160065
41.25112649996299,285567.9589746614
42.25483809993602,282097.8741371168
43.26426999992691,278751.95860280027
44.29614580003545,275418.99593418435
45.303826299961656,272383.17395743774
46.31400859996211,272487.75006727286
47.31446110003162,273066.6206402458
48.315832299995236,273409.34371115663
49.31931209994946,273929.20591878745
50.33600130002014,274455.6508900613
51.345414499985054,274708.07544077974
52.34713859995827,275086.6692073878
53.34910939994734,275449.7716135165
54.358073799987324,275764.0025133395
55.36021019995678,276100.83026765555
56.369681200012565,276478.41300895147
57.38210970000364,276828.44153077545
58.38240250002127,277138.3037892986
59.388406299985945,277411.0474825774
60.388744099996984,276127.6169676268
