t_seconds,hashrate
1.0147725000279024,162598.02073416763
2.0255374000407755,155514.2847491529
3.0293693999992684,158448.8177638937
4.03613659995608,157328.66920483063
5.041800100007094,155698.35860785027
6.050479899975471,166928.90757377684
7.055088400025852,185681.58550574642
8.058023400022648,198559.86022521392
9.062114699976519,209112.33886776012
10.064958599978127,217586.58798703447
11.070945000043139,224461.41679778168
12.085971600026824,230018.74338293416
13.087404699996114,234958.73096985478
14.095765799982473,235886.4390329282
15.100511700031348,237409.1733588444
16.10074230004102,240361.58879396142
17.10688889992889,243469.16755958548
18.117339999997057,245897.02461844418
19.129889699979685,248563.9005020008
20.13608760002535,250793.50568546608
21.13674300001003,252640.62679843657
22.148487100028433,254419.18333071002
23.153543299995363,255900.35716050366
24.15748309995979,257477.15414981922
25.16320920002181,258909.74192569812
26.169767900020815,260032.87556839918
27.170107699930668,261132.5681281015
28.172343399957754,261959.03887821652
29.177433399949223,261674.83257842984
30.1803210999351,262588.32614001055
31.191015499993227,263697.73052120686
32.19960259995423,264444.2574583856
33.20021459995769,265359.73053653777
34.20928069995716,266155.8446626854
35.21017690002918,266968.2696195772
36.221350400010124,266693.53553415
37.22696639993228,267279.36660501297
38.23094289994333,267845.86576375493
39.23545010003727,268252.3068593522
40.241903199930675,268998.21179478033
41.242527200025506,269624.6024417515
42.24929539998993,269945.3302599389
43.25441429996863,270030.24290190125
44.27457859995775,268551.39847703365
45.28444389998913,265654.1400081737
46.2971992000239,262866.8733808355
47.30360089999158,260128.18825389232
48.31187380000483,257286.6465800123
49.32880789996125,254820.67244543883
50.33592129999306,252006.91022221837
51.34586300002411,249971.45339623513
52.362392500042915,248078.80961492265
53.37753329996485,246170.98594941353
54.39520479994826,244323.0069429326
55.405742199975066,242483.8918592457
56.42277980002109,240948.78076168304
57.423675399972126,239361.20257476016
58.438584899995476,237685.42691048418
59.44466689997353,236017.8083529012
60.445593699929304,233598.4996705643
